time	playerXPos	playerZPos	playerAngle	door1Angle	door2Angle	door3Angle	printTimeEntered	printTimeExited	AngleDifference	TimeUntilHit
15.57	-0.1797219	-1.92975	95.320733972681	338.6514	98.65143	218.6514	13.89527	exit undefined	3.33069424997529	0.151395193180695
15.68	-0.1999456	-1.917062	95.9543045719854	336.186	96.18597	216.186	13.89527	exit undefined	0.231669549108403	0.010530434050382
15.78	-0.2202472	-1.900632	96.6100128561748	333.9521	93.95212	213.9521	13.89527	exit undefined	117.342105063747	5.33373204835214
15.89	-0.2466233	-1.878023	97.4813129438463	331.5986	91.59857	211.5986	13.89527	exit undefined	114.117258833497	5.18714812879534
16	-0.2768277	-1.856761	98.4798657529993	329.1189	89.11893	209.1189	13.89527	exit undefined	110.639061248954	5.02904823858881
16.11	-0.3000777	-1.835097	99.2868972999832	326.6791	86.67914	206.6791	13.89527	exit undefined	107.392240883611	4.88146549470957
16.22	-0.3115551	-1.816589	99.731861265956	324.2306	84.23056	204.2306	13.89527	exit undefined	104.498699036778	4.74994086530811
16.33	-0.3204085	-1.801627	100.084274170894	321.7591	81.75906	201.7591	13.89527	exit undefined	101.674789549809	4.62158134317314
16.45	-0.3258968	-1.790001	100.318542899345	319.2953	79.29526	199.2953	13.89527	exit undefined	98.9767146690143	4.49894157586429
16.56	-0.3285638	-1.7783	100.468081036809	316.8491	76.84909	196.8491	13.89527	exit undefined	96.381009539363	4.38095497906195
16.67	-0.329818	-1.769663	100.557283581217	314.4111	74.41107	194.4111	13.89527	exit undefined	93.8537881961268	4.26608128164213
16.78	-0.3320528	-1.763206	100.665221357705	311.9393	71.93933	191.9393	13.89527	exit undefined	91.2741096969826	4.14882316804466
16.89	-0.3327035	-1.759202	100.709399269768	309.4984	69.49835	189.4984	13.89527	exit undefined	88.7889527810134	4.03586149004606
17	-0.3349928	-1.756895	100.795191238125	307.0338	67.03375	187.0338	13.89527	exit undefined	86.2385612032809	3.91993460014913
17.12	-0.3332899	-1.755051	100.75261485032	304.5617	64.56174	184.5617	13.89527	exit undefined	83.8091222102264	3.80950555501029
17.23	-0.3327419	-1.752461	100.750844063474	302.1283	62.12827	182.1283	13.89527	exit undefined	81.3774213173853	3.69897369624478
17.34	-0.3319484	-1.752125	100.727811506573	299.6862	59.68616	179.6862	13.89527	exit undefined	78.9583457199892	3.58901571454496
17.45	-0.3313626	-1.753229	100.702732581485	297.2363	57.2363	177.2363	13.89527	exit undefined	76.5335650259372	3.47879841026987
17.56	-0.3320746	-1.753286	100.724853338166	294.7784	54.77844	174.7784	13.89527	exit undefined	74.0535890446465	3.36607222930211
17.67	-0.3321795	-1.753142	100.72902186797	292.3406	52.34061	172.3406	13.89527	exit undefined	71.6115848214828	3.25507203734013
17.8	-0.3297001	-1.752061	100.657205685097	289.5913	49.59128	169.5913	13.89527	exit undefined	68.9340723910744	3.13336692686702
17.91	-0.3269548	-1.751081	100.576254677141	287.1539	47.15387	167.1539	13.89527	exit undefined	66.5776149517655	3.02625522508025
18.02	-0.3250068	-1.751424	100.512636368951	284.6938	44.69382	164.6938	13.89527	exit undefined	64.1811807697206	2.91732639862366
18.13	-0.323959	-1.752479	100.473330598726	282.2679	42.26794	162.2679	13.89527	exit undefined	61.7946137372111	2.80884607896414
18.24	-0.3243746	-1.754216	100.476315687211	279.7949	39.79486	159.7949	13.89527	exit undefined	59.3185451526325	2.69629750693784
18.35	-0.3254492	-1.756022	100.499676386962	277.3504	37.3504	157.3504	13.89527	exit undefined	56.8507264450696	2.58412392932134
18.46	-0.3269812	-1.755366	100.551852746456	274.8855	34.88547	154.8855	13.89527	exit undefined	54.3336147828408	2.4697097628564
18.58	-0.3298562	-1.754706	100.646430025495	272.436	32.43597	152.436	13.89527	exit undefined	51.7895440955989	2.35407018616359
18.69	-0.3309108	-1.753407	100.687415502381	269.9604	29.96036	149.9604	13.89527	exit undefined	49.2729421636351	2.23967918925614
18.8	-0.3304411	-1.752474	100.678145293047	267.5216	27.52164	147.5216	13.89527	exit undefined	46.8434916698437	2.12924962135653
18.91	-0.3301719	-1.752904	100.66708885413	265.0838	25.08383	145.0838	13.89527	exit undefined	44.4167429329793	2.01894286058997
19.02	-0.3263038	-1.756278	100.525134783993	262.6151	22.61505	142.6151	13.89527	exit undefined	42.0899164855385	1.91317802206993
19.13	-0.3168727	-1.763746	100.185048582832	260.174	20.17398	140.174	13.89527	exit undefined	39.9889321300584	1.81767873318447
19.25	-0.3023258	-1.773678	99.6731756550744	257.7143	17.71429	137.7143	13.89527	exit undefined	38.0411187785193	1.72914176265997
19.36	-0.2808939	-1.786548	98.9353023654661	255.2805	15.28046	135.2805	13.89527	exit undefined	36.3451541775026	1.65205246261376
19.47	-0.2481339	-1.810082	97.8057022654466	252.8018	12.80177	132.8018	13.89527	exit undefined	34.9960708058425	1.59073049117466
19.58	-0.2069424	-1.845793	96.397046034642	250.3473	10.34732	130.3473	13.89527	exit undefined	33.9502745219986	1.54319429645448
19.69	-0.1649321	-1.891708	94.982840856915	247.9252	7.925201	127.9252	13.89527	exit undefined	32.9423605591007	1.49738002541367
19.8	-0.130955	-1.935726	93.8702564295106	245.4566	5.456573	125.4566	13.89527	exit undefined	31.5863170568175	1.4357416844008
19.91	-0.1089337	-1.976486	93.1546563110904	243.03	3.029968	123.03	13.89527	exit undefined	29.8753119506283	1.35796872502856
20.02	-0.09984769	-2.005391	92.8503838152357	240.5648	0.5648193	120.5648	13.89527	20.02469	27.7144355207018	1.25974706912281
20.14	-0.09856296	-2.02438	92.7874157990764	238.111	358.111	118.111	13.89527	20.02469	25.3236071501424	1.1510730522792
20.25	-0.1013229	-2.034937	92.8505000386932	235.6463	355.6463	115.6463	13.89527	20.02469	22.795801230838	1.03617278321991
20.36	-0.1073577	-2.038771	93.0143012111983	233.2067	353.2067	113.2067	13.89527	20.02469	20.1923638278643	0.917834719448375
20.47	-0.1171455	-2.036377	93.2923949054803	230.7383	350.7383	110.7383	13.89527	20.02469	17.4459321208869	0.792996914585766
20.58	-0.1345748	-2.031247	93.7904373366535	228.263	348.2629	108.2629	13.89527	20.02469	14.4725173752606	0.65784169887548
20.7	-0.1508096	-2.019695	94.2703239612059	225.7538	345.7538	105.7538	13.89527	20.02469	11.4835212536379	0.521978238801722
20.81	-0.1674718	-2.003733	94.7776712995401	223.3625	343.3625	103.3625	13.89527	20.02469	8.58484701100673	0.390220318682124
20.92	-0.1842182	-1.986814	95.2973431259782	220.8453	340.8453	100.8453	20.92103	exit undefined	5.54799378808434	0.252181535822015
21.03	-0.2017451	-1.977745	95.8244612287977	218.5018	338.5018	98.50183	20.92103	exit undefined	2.6773850846789	0.121699322030859
21.14	-0.2178596	-1.97363	96.2991081027088	216.0751	336.0751	96.07513	20.92103	exit undefined	119.776010915846	5.44436413253845
21.24	-0.2289778	-1.971988	96.6232528860194	213.7264	333.7264	93.72644	20.92103	exit undefined	117.103172284879	5.3228714674945
21.36	-0.2339002	-1.97219	96.7636400973284	211.2901	331.2901	91.29007	20.92103	exit undefined	114.52642948275	5.20574679467044
21.47	-0.2363031	-1.973542	96.8278364987791	208.8732	328.8732	88.87323	20.92103	exit undefined	112.045378222901	5.09297173740457
21.57	-0.23783	-1.97625	96.8622062516329	206.61	326.61	86.61002	20.92103	exit undefined	109.747809617508	4.98853680079581
21.68	-0.2381334	-1.979811	96.8586379298188	204.2526	324.2526	84.25259	20.92103	exit undefined	107.393956064322	4.88154345746918
